from;to;polyline;weight
Lopburi Province;Chiang Rai;LINESTRING(100.897002401 15.11760038, 99.8463306614 19.7614170952);5.0
Lopburi Province;Chanthaburi;LINESTRING(100.897002401 15.11760038, 102.128935757 12.7850531428);7.0
Lopburi Province;Krabi;LINESTRING(100.897002401 15.11760038, 98.8832146297 7.9091448048);5.0
Lopburi Province;Khon Kaen;LINESTRING(100.897002401 15.11760038, 102.47117486 16.4033200124);8.0
Lopburi Province;Kamphaeng Phet;LINESTRING(100.897002401 15.11760038, 99.4840870778 16.3504084467);5.0
Lopburi Province;Kanchanaburi;LINESTRING(100.897002401 15.11760038, 99.0508269362 14.6142660015);13.0
Lopburi Province;Kalasin;LINESTRING(100.897002401 15.11760038, 103.623492533 16.5959516038);1.0
Lopburi Province;Loei Province;LINESTRING(100.897002401 15.11760038, 101.552343004 17.4924428641);5.0
Lopburi Province;Lampang;LINESTRING(100.897002401 15.11760038, 99.5103521938 18.2741029435);3.0
Lopburi Province;Lamphun;LINESTRING(100.897002401 15.11760038, 98.9674006597 18.0768881064);1.0
Lopburi Province;Lopburi Province;LINESTRING(100.897002401 15.11760038, 100.897002401 15.11760038);0.0
Lopburi Province;Mukdahan;LINESTRING(100.897002401 15.11760038, 104.435295454 16.5902346448);0.0
Lopburi Province;Maha Sarakham;LINESTRING(100.897002401 15.11760038, 103.187269825 16.0737469859);5.0
Lopburi Province;Mae Hong Son;LINESTRING(100.897002401 15.11760038, 97.9474324868 18.7273332925);1.0
Lopburi Province;Nan;LINESTRING(100.897002401 15.11760038, 100.817084443 18.8280594829);1.0
Lopburi Province;Nonthaburi;LINESTRING(100.897002401 15.11760038, 100.356517706 13.9498544093);77.0
Lopburi Province;Nong Bua Lam Phu;LINESTRING(100.897002401 15.11760038, 102.244010092 17.1948308266);0.0
Lopburi Province;Nong Khai;LINESTRING(100.897002401 15.11760038, 102.77240708 17.9729280256);1.0
Lopburi Province;Nakhon Ratchasima;LINESTRING(100.897002401 15.11760038, 102.162650043 15.0280360626);65.0
Lopburi Province;Nakhon Phanom;LINESTRING(100.897002401 15.11760038, 104.319004039 17.4294095463);1.0
Lopburi Province;Nakhon Pathom;LINESTRING(100.897002401 15.11760038, 100.068033595 13.8876112057);21.0
Lopburi Province;Nakhon Si Thammarat;LINESTRING(100.897002401 15.11760038, 99.7073199322 8.51358626995);1.0
Lopburi Province;Nakhon Sawan;LINESTRING(100.897002401 15.11760038, 99.9869845225 15.6823145632);34.0
Lopburi Province;Narathiwat;LINESTRING(100.897002401 15.11760038, 101.751727633 6.12680622765);0.0
Lopburi Province;Nakhon Nayok;LINESTRING(100.897002401 15.11760038, 101.218224714 14.262571957);15.0
Lopburi Province;Phetchaburi;LINESTRING(100.897002401 15.11760038, 99.6075392745 12.9986537807);15.0
Lopburi Province;Phichit;LINESTRING(100.897002401 15.11760038, 100.409668319 16.2635958818);11.0
Lopburi Province;Prachuap Khiri Khan;LINESTRING(100.897002401 15.11760038, 99.5777392025 11.8001333794);7.0
Lopburi Province;Phuket;LINESTRING(100.897002401 15.11760038, 98.2727379223 7.86370621154);0.0
Lopburi Province;Phatthalung;LINESTRING(100.897002401 15.11760038, 100.045088379 7.45917876629);0.0
Lopburi Province;Phitsanulok;LINESTRING(100.897002401 15.11760038, 100.518454781 17.0947359704);10.0
Lopburi Province;Phang Nga;LINESTRING(100.897002401 15.11760038, 98.1018967416 8.69774345234);0.0
Lopburi Province;Phetchabun;LINESTRING(100.897002401 15.11760038, 101.242596454 16.3926965851);49.0
Lopburi Province;Phrae;LINESTRING(100.897002401 15.11760038, 100.012937431 18.2139119856);1.0
Lopburi Province;Prachinburi;LINESTRING(100.897002401 15.11760038, 101.618777543 14.0445407759);1.0
Lopburi Province;Pathum Thani;LINESTRING(100.897002401 15.11760038, 100.56915304 14.0830923585);122.0
Lopburi Province;Pattani;LINESTRING(100.897002401 15.11760038, 101.347821677 6.73989916225);0.0
Lopburi Province;Phayao;LINESTRING(100.897002401 15.11760038, 100.225624368 19.2180780435);1.0
Lopburi Province;Ratchaburi;LINESTRING(100.897002401 15.11760038, 99.5857449774 13.5495309307);5.0
Lopburi Province;Roi Et;LINESTRING(100.897002401 15.11760038, 103.828448191 15.9385220182);2.0
Lopburi Province;Ranong;LINESTRING(100.897002401 15.11760038, 98.563678981 9.92248571424);0.0
Lopburi Province;Rayong;LINESTRING(100.897002401 15.11760038, 101.343222133 12.8409659694);6.0
Lopburi Province;Sing Buri;LINESTRING(100.897002401 15.11760038, 100.320977667 14.8716158255);77.0
Lopburi Province;Songkhla;LINESTRING(100.897002401 15.11760038, 100.548759187 6.94884143693);2.0
Lopburi Province;Samut Songkhram;LINESTRING(100.897002401 15.11760038, 99.9367402385 13.3593198916);6.0
Lopburi Province;Samut Sakhon;LINESTRING(100.897002401 15.11760038, 100.177263278 13.5962888145);5.0
Lopburi Province;Sa Kaeo;LINESTRING(100.897002401 15.11760038, 102.332311439 13.6777234283);3.0
Lopburi Province;Surat Thani;LINESTRING(100.897002401 15.11760038, 99.099159387 9.13381321812);4.0
Lopburi Province;Sakon Nakhon;LINESTRING(100.897002401 15.11760038, 103.822703129 17.5131235152);0.0
Lopburi Province;Suphan Buri;LINESTRING(100.897002401 15.11760038, 99.8038953973 14.648468015);18.0
Lopburi Province;Samut Prakan;LINESTRING(100.897002401 15.11760038, 100.622262423 13.5941395905);50.0
Lopburi Province;Saraburi;LINESTRING(100.897002401 15.11760038, 101.026016661 14.6689938567);200.0
Lopburi Province;Surin;LINESTRING(100.897002401 15.11760038, 103.655766949 14.9277736873);0.0
Lopburi Province;Sisaket;LINESTRING(100.897002401 15.11760038, 104.40982653 14.9516411754);2.0
Lopburi Province;Sukhothai;LINESTRING(100.897002401 15.11760038, 99.7963503647 17.3641392291);9.0
Lopburi Province;Satun;LINESTRING(100.897002401 15.11760038, 99.5703559981 6.7318170405);0.0
Lopburi Province;Tak;LINESTRING(100.897002401 15.11760038, 98.6551659992 16.6465147647);3.0
Lopburi Province;Trang;LINESTRING(100.897002401 15.11760038, 99.3599859433 7.48356217488);0.0
Lopburi Province;Trat;LINESTRING(100.897002401 15.11760038, 102.503195011 12.1382302437);4.0
Lopburi Province;Ubon Ratchathani;LINESTRING(100.897002401 15.11760038, 104.950118622 15.2036640615);3.0
Lopburi Province;Udon Thani;LINESTRING(100.897002401 15.11760038, 102.840541098 17.512721051);3.0
Lopburi Province;Uttaradit;LINESTRING(100.897002401 15.11760038, 100.431418199 17.7260698659);4.0
Lopburi Province;Uthai Thani;LINESTRING(100.897002401 15.11760038, 99.5807809841 15.3329804403);6.0
Lopburi Province;Yala;LINESTRING(100.897002401 15.11760038, 101.188657942 6.16406279095);0.0
Lopburi Province;Yasothon;LINESTRING(100.897002401 15.11760038, 104.371511185 15.8497001429);0.0
Mukdahan;Amnat Charoen;LINESTRING(104.435295454 16.5902346448, 104.72915159 15.8623982644);11.0
Mukdahan;Ang Thong;LINESTRING(104.435295454 16.5902346448, 100.34145623 14.6380639474);1.0
Mukdahan;Phra Nakhon Si Ayutthaya;LINESTRING(104.435295454 16.5902346448, 100.514170724 14.4207801749);2.0
Mukdahan;Bangkok;LINESTRING(104.435295454 16.5902346448, 100.557322973 13.7175975701);41.0
Mukdahan;Bueng Kan;LINESTRING(104.435295454 16.5902346448, 103.722237352 18.0575482114);0.0
Mukdahan;Buriram;LINESTRING(104.435295454 16.5902346448, 102.967514344 15.1005920882);4.0
Mukdahan;Chonburi;LINESTRING(104.435295454 16.5902346448, 101.121827441 13.0460828469);8.0
Mukdahan;Chachoengsao;LINESTRING(104.435295454 16.5902346448, 101.41696414 13.5412867511);0.0
Mukdahan;Chiang Mai;LINESTRING(104.435295454 16.5902346448, 98.7736976232 18.9084414401);5.0
Mukdahan;Chai Nat;LINESTRING(104.435295454 16.5902346448, 99.9966639648 15.1889341114);0.0
Mukdahan;Chaiyaphum;LINESTRING(104.435295454 16.5902346448, 101.950256984 16.1453092103);1.0
Mukdahan;Chumphon;LINESTRING(104.435295454 16.5902346448, 98.9038728634 10.2984795764);0.0
Mukdahan;Chiang Rai;LINESTRING(104.435295454 16.5902346448, 99.8463306614 19.7614170952);0.0
Mukdahan;Chanthaburi;LINESTRING(104.435295454 16.5902346448, 102.128935757 12.7850531428);1.0
Mukdahan;Krabi;LINESTRING(104.435295454 16.5902346448, 98.8832146297 7.9091448048);0.0
Mukdahan;Khon Kaen;LINESTRING(104.435295454 16.5902346448, 102.47117486 16.4033200124);41.0
Mukdahan;Kamphaeng Phet;LINESTRING(104.435295454 16.5902346448, 99.4840870778 16.3504084467);1.0
Mukdahan;Kanchanaburi;LINESTRING(104.435295454 16.5902346448, 99.0508269362 14.6142660015);4.0
Mukdahan;Kalasin;LINESTRING(104.435295454 16.5902346448, 103.623492533 16.5959516038);19.0
Mukdahan;Loei Province;LINESTRING(104.435295454 16.5902346448, 101.552343004 17.4924428641);4.0
Mukdahan;Lampang;LINESTRING(104.435295454 16.5902346448, 99.5103521938 18.2741029435);0.0
Mukdahan;Lamphun;LINESTRING(104.435295454 16.5902346448, 98.9674006597 18.0768881064);0.0
Mukdahan;Lopburi Province;LINESTRING(104.435295454 16.5902346448, 100.897002401 15.11760038);1.0
Mukdahan;Mukdahan;LINESTRING(104.435295454 16.5902346448, 104.435295454 16.5902346448);0.0
Mukdahan;Maha Sarakham;LINESTRING(104.435295454 16.5902346448, 103.187269825 16.0737469859);33.0
Mukdahan;Mae Hong Son;LINESTRING(104.435295454 16.5902346448, 97.9474324868 18.7273332925);1.0
Mukdahan;Nan;LINESTRING(104.435295454 16.5902346448, 100.817084443 18.8280594829);0.0
Mukdahan;Nonthaburi;LINESTRING(104.435295454 16.5902346448, 100.356517706 13.9498544093);4.0
Mukdahan;Nong Bua Lam Phu;LINESTRING(104.435295454 16.5902346448, 102.244010092 17.1948308266);0.0
Mukdahan;Nong Khai;LINESTRING(104.435295454 16.5902346448, 102.77240708 17.9729280256);4.0
Mukdahan;Nakhon Ratchasima;LINESTRING(104.435295454 16.5902346448, 102.162650043 15.0280360626);12.0
Mukdahan;Nakhon Phanom;LINESTRING(104.435295454 16.5902346448, 104.319004039 17.4294095463);63.0
Mukdahan;Nakhon Pathom;LINESTRING(104.435295454 16.5902346448, 100.068033595 13.8876112057);2.0
Mukdahan;Nakhon Si Thammarat;LINESTRING(104.435295454 16.5902346448, 99.7073199322 8.51358626995);0.0
Mukdahan;Nakhon Sawan;LINESTRING(104.435295454 16.5902346448, 99.9869845225 15.6823145632);0.0
Mukdahan;Narathiwat;LINESTRING(104.435295454 16.5902346448, 101.751727633 6.12680622765);0.0
Mukdahan;Nakhon Nayok;LINESTRING(104.435295454 16.5902346448, 101.218224714 14.262571957);0.0
Mukdahan;Phetchaburi;LINESTRING(104.435295454 16.5902346448, 99.6075392745 12.9986537807);2.0
Mukdahan;Phichit;LINESTRING(104.435295454 16.5902346448, 100.409668319 16.2635958818);0.0
Mukdahan;Prachuap Khiri Khan;LINESTRING(104.435295454 16.5902346448, 99.5777392025 11.8001333794);0.0
Mukdahan;Phuket;LINESTRING(104.435295454 16.5902346448, 98.2727379223 7.86370621154);0.0
Mukdahan;Phatthalung;LINESTRING(104.435295454 16.5902346448, 100.045088379 7.45917876629);0.0
Mukdahan;Phitsanulok;LINESTRING(104.435295454 16.5902346448, 100.518454781 17.0947359704);1.0
Mukdahan;Phang Nga;LINESTRING(104.435295454 16.5902346448, 98.1018967416 8.69774345234);0.0
Mukdahan;Phetchabun;LINESTRING(104.435295454 16.5902346448, 101.242596454 16.3926965851);2.0
Mukdahan;Phrae;LINESTRING(104.435295454 16.5902346448, 100.012937431 18.2139119856);0.0
Mukdahan;Prachinburi;LINESTRING(104.435295454 16.5902346448, 101.618777543 14.0445407759);0.0
Mukdahan;Pathum Thani;LINESTRING(104.435295454 16.5902346448, 100.56915304 14.0830923585);2.0
Mukdahan;Pattani;LINESTRING(104.435295454 16.5902346448, 101.347821677 6.73989916225);0.0
Mukdahan;Phayao;LINESTRING(104.435295454 16.5902346448, 100.225624368 19.2180780435);0.0
Mukdahan;Ratchaburi;LINESTRING(104.435295454 16.5902346448, 99.5857449774 13.5495309307);0.0
Mukdahan;Roi Et;LINESTRING(104.435295454 16.5902346448, 103.828448191 15.9385220182);16.0
Mukdahan;Ranong;LINESTRING(104.435295454 16.5902346448, 98.563678981 9.92248571424);0.0
Mukdahan;Rayong;LINESTRING(104.435295454 16.5902346448, 101.343222133 12.8409659694);2.0
Mukdahan;Sing Buri;LINESTRING(104.435295454 16.5902346448, 100.320977667 14.8716158255);0.0
Mukdahan;Songkhla;LINESTRING(104.435295454 16.5902346448, 100.548759187 6.94884143693);0.0
Mukdahan;Samut Songkhram;LINESTRING(104.435295454 16.5902346448, 99.9367402385 13.3593198916);0.0
Mukdahan;Samut Sakhon;LINESTRING(104.435295454 16.5902346448, 100.177263278 13.5962888145);2.0
Mukdahan;Sa Kaeo;LINESTRING(104.435295454 16.5902346448, 102.332311439 13.6777234283);0.0
Mukdahan;Surat Thani;LINESTRING(104.435295454 16.5902346448, 99.099159387 9.13381321812);0.0
Mukdahan;Sakon Nakhon;LINESTRING(104.435295454 16.5902346448, 103.822703129 17.5131235152);18.0
Mukdahan;Suphan Buri;LINESTRING(104.435295454 16.5902346448, 99.8038953973 14.648468015);0.0
Mukdahan;Samut Prakan;LINESTRING(104.435295454 16.5902346448, 100.622262423 13.5941395905);5.0
Mukdahan;Saraburi;LINESTRING(104.435295454 16.5902346448, 101.026016661 14.6689938567);0.0
Mukdahan;Surin;LINESTRING(104.435295454 16.5902346448, 103.655766949 14.9277736873);1.0
Mukdahan;Sisaket;LINESTRING(104.435295454 16.5902346448, 104.40982653 14.9516411754);6.0
Mukdahan;Sukhothai;LINESTRING(104.435295454 16.5902346448, 99.7963503647 17.3641392291);0.0
Mukdahan;Satun;LINESTRING(104.435295454 16.5902346448, 99.5703559981 6.7318170405);0.0
Mukdahan;Tak;LINESTRING(104.435295454 16.5902346448, 98.6551659992 16.6465147647);0.0
Mukdahan;Trang;LINESTRING(104.435295454 16.5902346448, 99.3599859433 7.48356217488);0.0
Mukdahan;Trat;LINESTRING(104.435295454 16.5902346448, 102.503195011 12.1382302437);2.0
Mukdahan;Ubon Ratchathani;LINESTRING(104.435295454 16.5902346448, 104.950118622 15.2036640615);61.0
Mukdahan;Udon Thani;LINESTRING(104.435295454 16.5902346448, 102.840541098 17.512721051);3.0
Mukdahan;Uttaradit;LINESTRING(104.435295454 16.5902346448, 100.431418199 17.7260698659);0.0
Mukdahan;Uthai Thani;LINESTRING(104.435295454 16.5902346448, 99.5807809841 15.3329804403);0.0
Mukdahan;Yala;LINESTRING(104.435295454 16.5902346448, 101.188657942 6.16406279095);0.0
Mukdahan;Yasothon;LINESTRING(104.435295454 16.5902346448, 104.371511185 15.8497001429);14.0
Maha Sarakham;Amnat Charoen;LINESTRING(103.187269825 16.0737469859, 104.72915159 15.8623982644);4.0
Maha Sarakham;Ang Thong;LINESTRING(103.187269825 16.0737469859, 100.34145623 14.6380639474);1.0
Maha Sarakham;Phra Nakhon Si Ayutthaya;LINESTRING(103.187269825 16.0737469859, 100.514170724 14.4207801749);20.0
Maha Sarakham;Bangkok;LINESTRING(103.187269825 16.0737469859, 100.557322973 13.7175975701);321.0
Maha Sarakham;Bueng Kan;LINESTRING(103.187269825 16.0737469859, 103.722237352 18.0575482114);2.0
Maha Sarakham;Buriram;LINESTRING(103.187269825 16.0737469859, 102.967514344 15.1005920882);110.0
Maha Sarakham;Chonburi;LINESTRING(103.187269825 16.0737469859, 101.121827441 13.0460828469);55.0
Maha Sarakham;Chachoengsao;LINESTRING(103.187269825 16.0737469859, 101.41696414 13.5412867511);4.0
Maha Sarakham;Chiang Mai;LINESTRING(103.187269825 16.0737469859, 98.7736976232 18.9084414401);26.0
Maha Sarakham;Chai Nat;LINESTRING(103.187269825 16.0737469859, 99.9966639648 15.1889341114);0.0
Maha Sarakham;Chaiyaphum;LINESTRING(103.187269825 16.0737469859, 101.950256984 16.1453092103);26.0
Maha Sarakham;Chumphon;LINESTRING(103.187269825 16.0737469859, 98.9038728634 10.2984795764);1.0
Maha Sarakham;Chiang Rai;LINESTRING(103.187269825 16.0737469859, 99.8463306614 19.7614170952);2.0
Maha Sarakham;Chanthaburi;LINESTRING(103.187269825 16.0737469859, 102.128935757 12.7850531428);16.0
Maha Sarakham;Krabi;LINESTRING(103.187269825 16.0737469859, 98.8832146297 7.9091448048);1.0
Maha Sarakham;Khon Kaen;LINESTRING(103.187269825 16.0737469859, 102.47117486 16.4033200124);1598.0
Maha Sarakham;Kamphaeng Phet;LINESTRING(103.187269825 16.0737469859, 99.4840870778 16.3504084467);2.0
Maha Sarakham;Kanchanaburi;LINESTRING(103.187269825 16.0737469859, 99.0508269362 14.6142660015);6.0
Maha Sarakham;Kalasin;LINESTRING(103.187269825 16.0737469859, 103.623492533 16.5959516038);650.0
Maha Sarakham;Loei Province;LINESTRING(103.187269825 16.0737469859, 101.552343004 17.4924428641);37.0
Maha Sarakham;Lampang;LINESTRING(103.187269825 16.0737469859, 99.5103521938 18.2741029435);2.0
Maha Sarakham;Lamphun;LINESTRING(103.187269825 16.0737469859, 98.9674006597 18.0768881064);2.0
Maha Sarakham;Lopburi Province;LINESTRING(103.187269825 16.0737469859, 100.897002401 15.11760038);6.0
Maha Sarakham;Mukdahan;LINESTRING(103.187269825 16.0737469859, 104.435295454 16.5902346448);34.0
Maha Sarakham;Maha Sarakham;LINESTRING(103.187269825 16.0737469859, 103.187269825 16.0737469859);0.0
Maha Sarakham;Mae Hong Son;LINESTRING(103.187269825 16.0737469859, 97.9474324868 18.7273332925);1.0
Maha Sarakham;Nan;LINESTRING(103.187269825 16.0737469859, 100.817084443 18.8280594829);1.0
Maha Sarakham;Nonthaburi;LINESTRING(103.187269825 16.0737469859, 100.356517706 13.9498544093);17.0
Maha Sarakham;Nong Bua Lam Phu;LINESTRING(103.187269825 16.0737469859, 102.244010092 17.1948308266);14.0
Maha Sarakham;Nong Khai;LINESTRING(103.187269825 16.0737469859, 102.77240708 17.9729280256);71.0
Maha Sarakham;Nakhon Ratchasima;LINESTRING(103.187269825 16.0737469859, 102.162650043 15.0280360626);224.0
Maha Sarakham;Nakhon Phanom;LINESTRING(103.187269825 16.0737469859, 104.319004039 17.4294095463);37.0
Maha Sarakham;Nakhon Pathom;LINESTRING(103.187269825 16.0737469859, 100.068033595 13.8876112057);6.0
Maha Sarakham;Nakhon Si Thammarat;LINESTRING(103.187269825 16.0737469859, 99.7073199322 8.51358626995);1.0
Maha Sarakham;Nakhon Sawan;LINESTRING(103.187269825 16.0737469859, 99.9869845225 15.6823145632);3.0
Maha Sarakham;Narathiwat;LINESTRING(103.187269825 16.0737469859, 101.751727633 6.12680622765);0.0
Maha Sarakham;Nakhon Nayok;LINESTRING(103.187269825 16.0737469859, 101.218224714 14.262571957);2.0
Maha Sarakham;Phetchaburi;LINESTRING(103.187269825 16.0737469859, 99.6075392745 12.9986537807);26.0
Maha Sarakham;Phichit;LINESTRING(103.187269825 16.0737469859, 100.409668319 16.2635958818);2.0
Maha Sarakham;Prachuap Khiri Khan;LINESTRING(103.187269825 16.0737469859, 99.5777392025 11.8001333794);17.0
Maha Sarakham;Phuket;LINESTRING(103.187269825 16.0737469859, 98.2727379223 7.86370621154);2.0
Maha Sarakham;Phatthalung;LINESTRING(103.187269825 16.0737469859, 100.045088379 7.45917876629);0.0
Maha Sarakham;Phitsanulok;LINESTRING(103.187269825 16.0737469859, 100.518454781 17.0947359704);5.0
Maha Sarakham;Phang Nga;LINESTRING(103.187269825 16.0737469859, 98.1018967416 8.69774345234);2.0
Maha Sarakham;Phetchabun;LINESTRING(103.187269825 16.0737469859, 101.242596454 16.3926965851);24.0
Maha Sarakham;Phrae;LINESTRING(103.187269825 16.0737469859, 100.012937431 18.2139119856);1.0
Maha Sarakham;Prachinburi;LINESTRING(103.187269825 16.0737469859, 101.618777543 14.0445407759);7.0
Maha Sarakham;Pathum Thani;LINESTRING(103.187269825 16.0737469859, 100.56915304 14.0830923585);47.0
Maha Sarakham;Pattani;LINESTRING(103.187269825 16.0737469859, 101.347821677 6.73989916225);0.0
Maha Sarakham;Phayao;LINESTRING(103.187269825 16.0737469859, 100.225624368 19.2180780435);0.0
Maha Sarakham;Ratchaburi;LINESTRING(103.187269825 16.0737469859, 99.5857449774 13.5495309307);2.0
Maha Sarakham;Roi Et;LINESTRING(103.187269825 16.0737469859, 103.828448191 15.9385220182);614.0
Maha Sarakham;Ranong;LINESTRING(103.187269825 16.0737469859, 98.563678981 9.92248571424);0.0
Maha Sarakham;Rayong;LINESTRING(103.187269825 16.0737469859, 101.343222133 12.8409659694);29.0
Maha Sarakham;Sing Buri;LINESTRING(103.187269825 16.0737469859, 100.320977667 14.8716158255);2.0
Maha Sarakham;Songkhla;LINESTRING(103.187269825 16.0737469859, 100.548759187 6.94884143693);4.0
Maha Sarakham;Samut Songkhram;LINESTRING(103.187269825 16.0737469859, 99.9367402385 13.3593198916);6.0
Maha Sarakham;Samut Sakhon;LINESTRING(103.187269825 16.0737469859, 100.177263278 13.5962888145);4.0
Maha Sarakham;Sa Kaeo;LINESTRING(103.187269825 16.0737469859, 102.332311439 13.6777234283);5.0
Maha Sarakham;Surat Thani;LINESTRING(103.187269825 16.0737469859, 99.099159387 9.13381321812);1.0
Maha Sarakham;Sakon Nakhon;LINESTRING(103.187269825 16.0737469859, 103.822703129 17.5131235152);34.0
Maha Sarakham;Suphan Buri;LINESTRING(103.187269825 16.0737469859, 99.8038953973 14.648468015);6.0
Maha Sarakham;Samut Prakan;LINESTRING(103.187269825 16.0737469859, 100.622262423 13.5941395905);30.0
Maha Sarakham;Saraburi;LINESTRING(103.187269825 16.0737469859, 101.026016661 14.6689938567);16.0
Maha Sarakham;Surin;LINESTRING(103.187269825 16.0737469859, 103.655766949 14.9277736873);25.0
Maha Sarakham;Sisaket;LINESTRING(103.187269825 16.0737469859, 104.40982653 14.9516411754);32.0
Maha Sarakham;Sukhothai;LINESTRING(103.187269825 16.0737469859, 99.7963503647 17.3641392291);5.0
Maha Sarakham;Satun;LINESTRING(103.187269825 16.0737469859, 99.5703559981 6.7318170405);0.0
Maha Sarakham;Tak;LINESTRING(103.187269825 16.0737469859, 98.6551659992 16.6465147647);0.0
Maha Sarakham;Trang;LINESTRING(103.187269825 16.0737469859, 99.3599859433 7.48356217488);0.0
Maha Sarakham;Trat;LINESTRING(103.187269825 16.0737469859, 102.503195011 12.1382302437);1.0
Maha Sarakham;Ubon Ratchathani;LINESTRING(103.187269825 16.0737469859, 104.950118622 15.2036640615);112.0
Maha Sarakham;Udon Thani;LINESTRING(103.187269825 16.0737469859, 102.840541098 17.512721051);122.0
Maha Sarakham;Uttaradit;LINESTRING(103.187269825 16.0737469859, 100.431418199 17.7260698659);1.0
Maha Sarakham;Uthai Thani;LINESTRING(103.187269825 16.0737469859, 99.5807809841 15.3329804403);0.0
Maha Sarakham;Yala;LINESTRING(103.187269825 16.0737469859, 101.188657942 6.16406279095);1.0
Maha Sarakham;Yasothon;LINESTRING(103.187269825 16.0737469859, 104.371511185 15.8497001429);51.0
Mae Hong Son;Amnat Charoen;LINESTRING(97.9474324868 18.7273332925, 104.72915159 15.8623982644);0.0
Mae Hong Son;Ang Thong;LINESTRING(97.9474324868 18.7273332925, 100.34145623 14.6380639474);0.0
Mae Hong Son;Phra Nakhon Si Ayutthaya;LINESTRING(97.9474324868 18.7273332925, 100.514170724 14.4207801749);2.0
Mae Hong Son;Bangkok;LINESTRING(97.9474324868 18.7273332925, 100.557322973 13.7175975701);118.0
Mae Hong Son;Bueng Kan;LINESTRING(97.9474324868 18.7273332925, 103.722237352 18.0575482114);0.0
Mae Hong Son;Buriram;LINESTRING(97.9474324868 18.7273332925, 102.967514344 15.1005920882);0.0
Mae Hong Son;Chonburi;LINESTRING(97.9474324868 18.7273332925, 101.121827441 13.0460828469);11.0
Mae Hong Son;Chachoengsao;LINESTRING(97.9474324868 18.7273332925, 101.41696414 13.5412867511);0.0
Mae Hong Son;Chiang Mai;LINESTRING(97.9474324868 18.7273332925, 98.7736976232 18.9084414401);297.0
Mae Hong Son;Chai Nat;LINESTRING(97.9474324868 18.7273332925, 99.9966639648 15.1889341114);0.0
Mae Hong Son;Chaiyaphum;LINESTRING(97.9474324868 18.7273332925, 101.950256984 16.1453092103);0.0
Mae Hong Son;Chumphon;LINESTRING(97.9474324868 18.7273332925, 98.9038728634 10.2984795764);0.0
Mae Hong Son;Chiang Rai;LINESTRING(97.9474324868 18.7273332925, 99.8463306614 19.7614170952);28.0
Mae Hong Son;Chanthaburi;LINESTRING(97.9474324868 18.7273332925, 102.128935757 12.7850531428);1.0
Mae Hong Son;Krabi;LINESTRING(97.9474324868 18.7273332925, 98.8832146297 7.9091448048);12.0
Mae Hong Son;Khon Kaen;LINESTRING(97.9474324868 18.7273332925, 102.47117486 16.4033200124);2.0
Mae Hong Son;Kamphaeng Phet;LINESTRING(97.9474324868 18.7273332925, 99.4840870778 16.3504084467);2.0
Mae Hong Son;Kanchanaburi;LINESTRING(97.9474324868 18.7273332925, 99.0508269362 14.6142660015);4.0
Mae Hong Son;Kalasin;LINESTRING(97.9474324868 18.7273332925, 103.623492533 16.5959516038);1.0
Mae Hong Son;Loei Province;LINESTRING(97.9474324868 18.7273332925, 101.552343004 17.4924428641);0.0
Mae Hong Son;Lampang;LINESTRING(97.9474324868 18.7273332925, 99.5103521938 18.2741029435);5.0
Mae Hong Son;Lamphun;LINESTRING(97.9474324868 18.7273332925, 98.9674006597 18.0768881064);5.0
Mae Hong Son;Lopburi Province;LINESTRING(97.9474324868 18.7273332925, 100.897002401 15.11760038);1.0
Mae Hong Son;Mukdahan;LINESTRING(97.9474324868 18.7273332925, 104.435295454 16.5902346448);0.0
Mae Hong Son;Maha Sarakham;LINESTRING(97.9474324868 18.7273332925, 103.187269825 16.0737469859);3.0
Mae Hong Son;Mae Hong Son;LINESTRING(97.9474324868 18.7273332925, 97.9474324868 18.7273332925);0.0
Mae Hong Son;Nan;LINESTRING(97.9474324868 18.7273332925, 100.817084443 18.8280594829);1.0
Mae Hong Son;Nonthaburi;LINESTRING(97.9474324868 18.7273332925, 100.356517706 13.9498544093);2.0
Mae Hong Son;Nong Bua Lam Phu;LINESTRING(97.9474324868 18.7273332925, 102.244010092 17.1948308266);0.0
Mae Hong Son;Nong Khai;LINESTRING(97.9474324868 18.7273332925, 102.77240708 17.9729280256);0.0
Mae Hong Son;Nakhon Ratchasima;LINESTRING(97.9474324868 18.7273332925, 102.162650043 15.0280360626);2.0
Mae Hong Son;Nakhon Phanom;LINESTRING(97.9474324868 18.7273332925, 104.319004039 17.4294095463);0.0
Mae Hong Son;Nakhon Pathom;LINESTRING(97.9474324868 18.7273332925, 100.068033595 13.8876112057);5.0
Mae Hong Son;Nakhon Si Thammarat;LINESTRING(97.9474324868 18.7273332925, 99.7073199322 8.51358626995);0.0
Mae Hong Son;Nakhon Sawan;LINESTRING(97.9474324868 18.7273332925, 99.9869845225 15.6823145632);0.0
Mae Hong Son;Narathiwat;LINESTRING(97.9474324868 18.7273332925, 101.751727633 6.12680622765);0.0
Mae Hong Son;Nakhon Nayok;LINESTRING(97.9474324868 18.7273332925, 101.218224714 14.262571957);1.0
Mae Hong Son;Phetchaburi;LINESTRING(97.9474324868 18.7273332925, 99.6075392745 12.9986537807);5.0
Mae Hong Son;Phichit;LINESTRING(97.9474324868 18.7273332925, 100.409668319 16.2635958818);0.0
Mae Hong Son;Prachuap Khiri Khan;LINESTRING(97.9474324868 18.7273332925, 99.5777392025 11.8001333794);3.0
